image_path,distractor_1,distractor_2,flag,ar,annotator_id,text
87531.jpg,I should buy green shoes because they are a strong first impression and a good way to begin college with.,I should not buy a lenovo laptop because it will not help you in college and forwards this page to friends.,,I should buy shop lenovo because it's a cool brand that's hip and it also brings great tools that are useful,6,"enovo
NEW WORLD NEW THINKING
Look for
Intel Inside
MAKE A STRONG FIRST
IMPRESSION.
BEGIN COLLEGE WITH
A LENOVO NOTEBOOK.
COOL
CAMPUS
OFFEK
SELECTED
INDIA 2009-10
CONSUMER VALIDATED
A BLACKBERRY
WORTH RS. 15.000
WITH LENOVO IDEAPADY430
WORTH RS, 1500
WITH LENOVO G530 G430
Notebook range
starts at Rs. 20490/-
80 1415150
430 415283
Lenovoe G530 notebook powered by Intel CoreTM2 Duo processor T5800
Fill in the form below and submit it. We will get back to
you at the earliest with more details
Do you plan
0 Notebook ○ Desktop
Name
Phone STD
Cell
to buy a
vWhich model are you Please Select]
inter ested in
How soon?
Please contact me
regarding the offer via: □ E-mail □
:Please Select
ma
Phone
I would like to receive information orn
Lenovo products
SUBMIT
TOLL-FREE
1800-425-3353
PHONE
080-32007926
SMS MYPC TO
53636
To locate the nearest Lenovo Dealer in your city sms ""<BP locality /Pincode"" to 53636+
For offer details click here
View product range
Bookmark this page
Forward this page to friends
Visit www lenovo.com/in
Ideas from Lenovo
Notebooks and Desktops
Workstations and Servers
Ienovo
Service and Support
NEW WORLD. NEW THINKING.
® Lenovo 2009. All rights reserve d. Lenovo, the Lenovo logo and IdeaPad are tra demaikso
Core Inside, Intel, Intel Logo, Intel Atom, Intel Atom Inside, Intel Core, Intel Inside, Intel Inside Logo, Intel Viiv, Intel vPro, Itanium, ltanium Inside, Pentium, Pentium Inside,
Viiv Insi de, vPro Inside, Xeon and Xeon Inside are trademarks of Intel Corporation in the U.S. and other countries. For more information about the Intel processor feature rating,
r registeredtrademaks of Lenovo. Celeron, Celeron Insid e, Centrino, Centrino Inside
lease refer to uintel.com go rating Len oro resev es the right to alter product offering and is not responsible for p hotographic or typographic errors. Not all the technologies
listed with the bulb element may be available on some/all products showcased in this advertisement. ""Rs. 3,999/-redemption charge to be payable to avail the Blackberry offer
and Rs. 150 to avail Backp ack offer. Ba ckpack colours subje ct to availability. PBlackberry ofe vailable on select models. Terms and conditions apply. Offer Valid till stocds last
Terms of use | Terms and ConditionS| Privacy
"
177010.png,I should go to the clearout event because it only features silver Nissan cars.,I should go to this event because it features deals until the end of October.,,"I should go to this event, because it features deals that make it the perfect time for me to buy a Nissan.  ",6,"ROCKLAND NISSAN LTESEON
NISSAN
Innovation
that excites
MY NISSAN. MY TIME.
CLEAROUT
4 DAYS ONLY
SEPTEMBER 27-30
$500
NISSAN LEASE
PULL AHEAD EVENT
WAIVE REMAINING PAYMENTS
AND 0% APR AVAILABLE
BONUS CASH HURR
ENDS SEPT.30TH
ON 2013 AND 2014 NISSAN ALTIMA
NEW 2013 NISSAN
SENTRA S
2.0
PER MO. LEASE FOR 39 MOS.
Model# 12013, Stk# 131628, 5 At This Price.
VIN DL788484, MSRP $17,985 Based on a 39
month closed end lease, $99 39-Total Pay
ments $3,54a Total due at incepticn
$3,500 down payment, 1st month pagment, $595
Nesan Acquisition fee, plus tax, tagn and DMV
fees, 12.000 milyr$15 thereafter. Lessee re
sponsible for excess wear and toar and mileao
as stated. Reesidusl: $10431, Lease price subjech
to primary lender approval with Tier 1 credt
125
NEW 2013 NISSAN
STIMA
LEASE FOR
2.5S
Model# 131 ' 3. SK#1 31 367. Vt(#DN576183. 7 At This Price, MSRP $24,925. Based on a 39 month closed end isase, $125 x 39
-Total Payments $4 875 + ta. Total due a! moopion $3500 down payment 1st month payment $595 Nusakqustion %0 pka
as, tags and D Fs $500 Nissan Altina Bonus Caecd in pymant. 12000 mvy, e$15 theeafter Lossee responibe o
axtass wear and tear and mileage as stated Residual: $14.706 Lese proe subject to primary lender approwal with Tee 1 cedit
$149
NEW 2013 NISSAN
ROGUER
PER. MO
LEASE FOR
39 MOS
-Model922213, Sti* 1 31589, VIN#DW 1 38751·11 At This Price, MSRP: $23,1 10 Based on a 39 morth clotod ond lause $149 1 39
Total paymnts:$5,811Ta Total du t inception $3500 down payment, 1st month payment $595 Nissan Acqusstion fe plus tax,
ta俨and DMV Fees, 12000 n'y $15th ealtet Lessee sp sible for o cess woar and tound miutge at studed Resdal
12 248 Leane poce subjyect to primary lender approval with Ter f credt
NEW 2013 NISSAN
R PATHFINDER
LEASE FOR
39 MOS
SV
Wool8253 13, Sarı 30963. VIN*DC660698, 4 At This Price, MSRP $32.995 Based on a 3g month doood end itas
Leesee feaponable for 0ecess wear and telf and miage as stated. Resid al $1 9け4 Leabe p ce tubrect to prar lender approval wth Ter1 credit
$1991 39-Tota payment $7.884
ax.Total due at inception $3500 down payment, 1st morth paymert $9NianAquiation fee plust, tags and DMV Fees, 12000miy, $15 thereater
608 ROUTE 303 BLAUVELT, NY
CALL 1.888.614.8895
Rock Solid Deals... Everyday.
Rockland
87
NISSAN
Mon.-Thur: 900am-8:00pm
Fri.-Sat: 9:00am _ 6:00pm
Open Sunday: 11:00am 5:00pm
NISSAN
3 Mins From Paisades Mall
15 Mins
5 Mins
ROCKLANDNISSAN.COM
10 Mins
Prices include all casts to be pald by a consumer except for Iicensing reg fees & taxes. Lease prices subject to primary lender approval with Ter 1 credit. ""Sabject to tier 1 credt approval On many pepiular madels
Pictures are п ll stratian p ses r y N esponsible for typ s. Must ake del e y m aler stock. Offers can be cont ed with the offers. ee dealerf r detalls Expires 9/30/2013 DMV 706 3547
"
28730.jpg,I should drink this whiskey because it can talk and say it all.,I should drink this whiskey because it makes hair look nice and full.,,I should drink more alcohol.  because then i would come off as more attractive. ,6,"n a processing laboratory, Haidip and Brown have
aise funds to keep their shows on the air and main-
lity. They note that they have to get by this year with
750,000 for 20 Soul shows and S600,000 for 38 seg
ck Journal while another NET show, The Creat
eam Machine, has a budget of $2.5 million for just
izlip will be helped this year by a $185,000 grant
ciplinary Metropolitan Systems, Ine., the first such
ade by a black business
g on all the problems, Brown says: ""Block Journol
l stay on TV only as long as black people let every-
hat they want them to stay on. And Haizlip says:
y got on the air because of the uprisings in the cities.
oment became concerned enough to put more
Chris Lukas, then program director on New York's
invited me to do a black-oriented show. I feel obli
people whose bloodshed and efforts made all this
ts why I try to create shows for the. Fortunately
lly related to us."" Both insist that putting more blacks
ement positions, such as that of progrm director, is
to prevent the TV establishment from ""messing with
Right now there are no blacks above the rank of
he TV industry
and Black Journol are, to a great degree, reflections
lucers. Soul taping sessions are casual-somewhat
Guests often come late and occasionally do not
all. But Haizlip never loses his eool. He gives the
tsomeone who has been through it all before and
hings will work out in the end. So far, they always
lo.a man
they say,
Cutty Sark.
COTS WHISKY
Andwhen it comes to Scotch,
Cutty Sark says it all.
for taping session, Brown talks with
pk land about currespondence, ""People
Joursal are serious black people and
ery letter we receive,Bow says.
Cutty Sark Scots Whisky
The only one of its kind.
"
73698.jpg,I should buy this car because it is red.,I should buy this shirt because it will make my closet have muscles.,,I should buy these shirts.  because i appreciate old cars. ,6,"Hot
off
the
grill.
Add Some Musde
To Your Closet
$7.95
The 2000 T-Shirt
$9.50
N-N-OUT
"
164887.jpg,I should drink this beer because it makes you smell like an idiot.,I should drink this beer because it is made of gooseberry.,,I should drink this beer because I don't understand much about wine,6,"SMELLS LIKE
YOU'RE BEING
What do you hope to smell there, sir? Gooseberry?
You don't even know what gooseberries smell like.
Perhaps next time instead of playing pretend, you
should ask for an Export Dry. Crisp and refreshing
but still full of flavour, Export Dry is a sophisticated
lager that tastes incredible and smells like beer.
So what are you waiting for? Oh, ok, well how long
do you think that will take?
DRY
EXPORT
DRY
LET NOTHING COME BETWEEN
AMAN AND A GREAT BEER
"
110393.jpg,I should go to old navy because you can buy red leggings there.,I should buy a trumpet from old navy because they come with stripes.,,I should go to old navy because it is a fun place to shop.,6,"STRIPE
UP THE
COLDNAVY
"
111163.jpg,I should buy this product because it comes with a knight in armour.,I should buy this product because you can stop having meals and still get all needed vitamins.,,I should buy this product because it's healthy and helps make children happy.,6,"CORESE
Quit Worrying
ABOUT
3 Average Good Meals +2 Glasses of Ovaltine Give the
ormal Person All the Extre Vitamins and Minerals He Can Use!
coday knos bow änportant it is
ea Ovalone to give you all the otra vitamins and
ake vitmiss and minerals. So ve want to miserals you can s-alg w
phasise this point: Oaine is one of tlhe e utri
ar of vmins and minecals in te woll
s facr, if you jest Eink 2 glassea ef Ovaltine C
benekts Just follow dhis recpo foe bee
ter health
eut thee averageood meals isdoing
ior.ea get all the viramins and miserals
COOD MEALS&DAY OVALTINE
NEGNT AND MORNENG
s shcala be uader
omors care.
o whrwwer shour vitamins and miRelys
2/
DVALTINE
"
159114.jpg,I should buy a Lincoln because dogs like it.,I should buy a Lincoln because the car speaks to its owner.,,I should buy a Lincoln because nothing could be finer,6,"No other ine ear speak as much for iself-or its oer-as the Lincoln Cosmopolitan. Its air of
elegance is apparent. Its exclusiveness-unquestionable. Its great reputation for performance-recognized
the world over. In every way, it is the First Car of the Land. Lincoln Dieision of Ford Motor Company.
All Lincoln cers equipped with improved HYDRA-MATIC tronsmission a extra cost
"
79084.jpg,I should buy a cocktail because it comes with a little yellow umbrella.,I should buy Kate Spade clothing because it comes with colorful drinks.,,I should buy Kate Spade clothing because it is fashionable and fun.,6,"KATE SPADE/Cedric Buchet
shanghai
fall 2014
kate spade
NEW YORK
"
177345.png,I should buy this ice cream because it is not vanilla.,I should buy this ice cream because I can only get it in the jungles of Madagascar.,,"I SHOULD BUY THIE ICE CREAM BECAUSE ALTHOUGH IT IS VANILLA, IT IS NOT PLAIN.",6,"Häagen-Dazs Vanilla
Deep within the tropical jungles of Madagascar, the finest vanilla
beans in the world are chosen exclusively for our vanilla ice cream
For a distinctive, 100% natural departure from the ordinary
Häagen-Dazs
made like no other
"
24201.jpg,I should buy pepsi max because they can help your vision.,I should buy pepsi max because I will have green eyes.,,I should buy pepsi max because pepsi max will keep you awake.,6,"MAK
WITH GINSENG
"
118162.jpg,I should buy this candy because I can find a penguin inside it.,I should buy this candy because it does not have a hole.,,I should buy this candy because it looks cool and refreshingly minty.,6,"Gives you the
Sweet Chills
POLO The Mint with a
Hole
"
27494.jpg,I should go to Jamaica because there is little sunshine.,I should go to Jamaica because a thread leads me there.,,I should go to Jamaica because its fun,6,"JAMAICA
GET ALL RIGHT
FUNNY WHERE A
LIITLE SUNSHINE
CAN LEAD
"
32929.jpg,I should wear pearls because this girl is beautiful and you can't believe there is make-up on the magazine.,I should not wear Cover Girl face makeup because the complexion is not natural.,,I should wear Cover Girl face makeup because i might just snag me a husband just like this girl did and the makeup will make me look and feel my best.,6,"N.
t last! A Cover Gil complexion...
so natural you canit believe its make-up!
Cover Gir
"
45521.jpg,I should buy from this store because 3rd party products are on sale.,I should buy from this store because boats are nice.,,I should buy from this store because they're having a summer sale.,6,"THIS IS SUMMER SALE
25%
50%%
To
OFF
EVERYTHING
EXCLUDES 3RD PARTY PRODUCTS
CALI
"
116218.jpg,I should go vegetarian because a girl is on my plate.,I should go vegetarian because a girl is in a wooden cage. ,,I should go vegetarian because eating meat is cruel to animals.,6,"Monica Dogra
Try to
relate to
who is on
your plate
GO VEGETARIAN
"
110138.jpg,I should buy a ford because flags are colourful.,I should not buy a ford because its four doors are not convenient for families.,,I should buy a ford because they have great gas milege,6,"ANNOUNCING
FORD ESCORT
FOUR-DOOR
A brand-new the good thngs hst cmescort e
ed
World Car.
to all the
in an Escort
Escort efficlency from high
technology
Four-wheel independent
suspension helps smooth
your road.
Escorts
CVH engine
Compound
Valve Hemi-
spherical
helps pro-
duce re-
markable fuel efficiency
Escort is
the only
built front
Since its introduction, Ford wheel drive
Escort has outsold every import compact on
car line. High-technology en-the
gineering has given
Escort the room
and fuel economy
to compare
with any of
the most mod
EST
that offers fully independent
suspension at all four wheelsFor comparison. Applicable
Escort: the driving is easy.only to sedans without power
When you drive an Escort steering or AC. Your mileage
you're sitting in a carefully
engineered position. Escorts
gauges and warning lights
, help keep you fully in-
formed. And a wide choice
may difer depending on speed,
distance and weather Actual
hwy mileage lower. Not avail-
able in Calif. Whether you buy
or lease, see Escort 4-Door at
ern cars, foreign
or domestic
And for 1982
Escort announces
four doors for famit-
ies, four doors for
business, four doors
for anyone who prefers the
extra convenience
your Ford Dealer now
of options can make Escort's
interior as personal as it is
FORD ESCORT
FORD DIVISION
Based t
on most recent
manufacturers re-
ported retail deliveries
Excludes other Ford Motor
Compary Products
LOOK OUT WORLD
HERE COMES FORD
"
126036.jpg, I should wear Revlon because my eyes will be blue., I should wear Revlon because it comes with sparkling jewels.,,I should be wearing Revlon.  because my eyes are like fine pieces of jewelry. ,6,"R lash Jeuels
Limited Edition Collection
LASH EWS/EMEAC
paing jewtsltout your lashes
thux demand so be
"
51394.jpg,I should buy make up because a pink car is cool.,I should buy make up because golden eagles are nice.,,I should buy make up because it will make me look beautiful. ,6,"look of BEAUTY
ARDENA
SKIN
"
10008.jpg,I should drink a star because it is one choice,I should drink Heineken because I see the ring,,I should drink Heineken beer.  because it's always the best choice. ,1,"Obviously, she wants you to buy her a drink,
but some girls insist on playing games. Use
this chart to navigate past her coy objections.
So, can I buy you a drink?""
have a boyfriend. He's navy seal,
He's standing behind you""It I say
yes, will you go away?""
Sorry, not interested
""Are you serious? You? Me?""
-I love seals Can he balance a beach ball o
his mose? iait a minute Why is he blue?
-Look, I could be wreng, but I hayert felt this
much ckemistry since a herrile, horride
unsen burrmer accident in 10rk grade
-How about shi's? f you
don t say no, I won7 nor
promise thar I wow
-No, na I wies juust Aldding. But just oar
- 1 buy my own drinks.
ef euriositg, if I had been serious, what
vould you hov said?
never leave.
My misplaced sense of pity says
yes, but my body says no.
No means no.
-Let's celebrate yeur independence.
""Only if you promise not to talk to me.
-day chance your msplaced sense
ef pity Nkes sports hars?
-No, of cowrse not. What about looking in yowr
gemeral direction sams eye comacr?
""I thought they only let good looking
people in this place. How did you get
past the bouancer?""
""The ring. See the ring?""
""I'm getting a vision. It's you- you're
going home. You're going home alone.
I can feel it.
""That's not going to happen.""
I believe its imner beauty night
Yeah ir ws great, I lowd how they tied
up the loose ends in tke seqwel
-ley, thanks Nestrada Do yow tkink your
psychic poxers can belp me nail this eek
Powerbalf er are they only good for hurting feelings?
-Please, please. For the love of God, pleave let
me huy yeu a drink Leok, I'm mor going to beg.
Qkay, I'lI have a beer""
Heineken
One Choice Beer
"
55083.jpg,I should buy the rules because I like to be free and wear stylish shoes,I should buy Fila shoes because they are for free,,I should buy Fila shoes.  because they will help me run in style. ,1,"YLE
facebook.com/filabr
Run Wind
Pertomance
Training
SP MAKETHE RULES
TECH
"
140.jpg,I should get this hard drive because it can protect me,I should get a protection because it will preserve my keyboard,,I should get this hard drive because it will be durable,1,"Anti-shock hard drive protection
ASUS Shockstweld motion serisor andanti-shock custNOn
prodect your hard drive from damage
Semmaad.cn
"
45096.jpg,I should buy 25 lemons because there is a big offer,I should buy a Dixie cup because my daughter can't reach it,,I should buy the dixie cup dispenser because it is only .25.,1,"BIG MONEY-SAVING FROSTEE OFFER !
Dixie Cup
Dispenser
FILLED WITH 30 FIVE-OUNCE
DIXIE CUPS PLUS BONUS REFILL COUPON WORTH 104
THESE
KITCHEN
SIZE CURS
ARE SO
HANDr
A REAL BARGAIN!
YOURS FOR
ONLY
-plus the front from
one package of Lipton
Frostee Dessert Mix or
Sherbet Mix
Women everywhere will want this handsome,
useful Dixie Cup Dispenser! And no wonder!
Attached to the kitchen wall, it keeps handy Dixie
Cups right at your fingertips. It's modern... bright
and colorful! Holds a full economy-size refill
box of 50 Dixie Cups. Send for yours today
evorybody Love
body loveo
FROSTEE
Ures Galore for Dixie cups!
Super for serving Frostee Milkshakes
Perfect for Juices and Soft Drinks
Ideal for Lunches, Parties, Pienies
Avoids Broken-Glass Problem
Saves Washing Glasses, too!
So Handy.. .So Sanitary!
Tastes so good..costs so little! And
delicious Frostee takes about 5 min-
utes of your time...your refrigerator
does the rest, Wholesome fresh milk is
all you add, so you get fresh homemade
goodness every time. For fun...make
or serve Frostee in Dixie Cups. A big
hit with youngsters-grown-ups, too
FROSTEE TASTES
SO GOOD... COSTS
OSTR
SO LITTLE!
USE THIS HANDY ORDER BLANK
LIPTON SHERBET
ostee
LIPTON
rostee
: LIPTON FROSTEE, BOX 294, NEW YORK 46, N. Y.
Please send me postpaid one Dixie Cup Dispenser filled with 30
five-ounce Dixie Cups plus bonus refill coupon worth 10c. Ien-:
close 25e well wa
DESSERT MIX
(no stampe), and the front from one
: one Dispenser to a family)
NAME
ADDRES
for Province
VANILIA
: Please allow four weeks for delivery
: This offer void in any ntate, terri LIVE IN CANADA? Send:
FLAVORS
foronto, Can
: HURRY, OFFER SUBJECT TO WİTHDRAWAL WITHOut NOTICE :
"
145165.jpg,I should buy some fruit because it is sweet,I should buy a Tesla because it tastes bitter,,I should buy a car from Tesla because it is the car of the future.,1,"PATIENCE IS BITTER,
BUT ITS FRUIT IS SWEET
"
57338.jpg,I should play a friendly game because grass is green,I should play a football game because I can get a magazine,,I should play football because there is a pick up game coming up. ,1,"magazine
The word on creativity
THE WORLD CUP IS JUST AROUND THE CORNER
SO LET'S
PLAY
FOOTBALL!
INUS FOR A FRIENDLY PICK-UP GAME AT THE AD SUMMIT
SATURDAY MAY 103:3OPMAT BRENT SUBIC
A Shitte wil be availabler from thera coavention cente
and eentral points Bring one dark and onetontjersey
Formore detais, contact Ched 0906359 9187
visit f adobofoorsaitcus
"
1139.jpg,I should buy an Audi because my financial planner has luxurious interiors of leather,I should buy a new car for myself because it was pre-owned by an Audi dealer,,I should buy an Audi Assured because it won the automotive magazines all sta award in 1998.,1,"Audi Assured
Certified Pre-Owned Cars
If you don't do it for yourself,
do it for your financial planner.
Audi Assured
Certified Pre-Owned Cars
Backed by an Audi 2 year or 100,000 mile limited warranty
Winner of Automobile Magazine's ""All Star"" Award
for Luxury Sedan for 1998 Road-gripping power
of quattro all-wheel drive Extensive multi-point
inspection Revolutionary all-aluminum space frame
Luxurious interior of leather, wood and aluminum
Audi
Visit your Audi dealer or www.audiusa.com/preowned to search our national vehicle locator
"
61760.jpg,I should buy some gourmet sauces because they can make my baby sweet,I should buy some award-winning babies because they like barbecue ,,I should buy Sweet Baby Rays sauce because it has won an award.,1,"SWEET
WARD
RAYS
GOURMET SAUCES
ance
"
156054.jpg,I should wear red lipstick because I am a woman,I should wear Van Heusen because it makes good sportswear,,I should wear Van Heusen because it is stylish.,1,"。NCE THEY SAID THE E WERE PLACES O T , TO IELDS
TO COCKPITS TO FOREIGN COLLEGES, TO ARMY BARRACKS, TO NEWSROOMS
TO UNCHAPERONED HOLIDAYS, TO THE TOP MAN'S JOB, TO BOXING RINGS
TO CATASTROPHE RIDDEN PLACES, TO SİNGLE MOTHERHOOD CLUBS, TO PUBS
TO OUTER SPACE, TO A HOME OF THEIR OWN, TO CORNER R OMS, TO SELF-RENTED
ENTS, TO A FOUR-WHEELDRVES DRIVERSEAT,TO -EFIRSTSEAT INmHE Row
GIRLS DONT G
SPORTS Fi
BOY, HAVEILOST MY WAY
LEAD, LADY
WOMAN
VANHEUSEN
"
48537.jpg,I should be drinking Aquafina because I'll go to Nigeria,I should be drinking Moet & Chandon because I like crowns,,I should be drinking Moet & Chandon.  because it is stylish.,1,"MOET
STYLE
AWARDS
2 0
III 2014
elte
MODEL LOOK
NIGERIA
SUCCESS IS
A MATTER OF
DRESS
STYLE
CHAMPAGNE
NEC&CHANDON
NECTAR MPERIA
Drink Responsibly 18+
"
176924.png,I should drive a Ram because my heart has eight chambers,I should drive a Ram because the desert has eight protected chambers  ,,I should drive a Ram because they're very powerful trucks.,2,"OF A RAM HAS EIGHT
CHAMBERS
AN TRICKX PERFORMANDE THAT8 PROTECTED WITH
GUTS GLORYRAN
"
51571.jpg,I should purchase Elizabeth Arden after 5 perfume because my day begins in the 5th avenue ,I should purchase this perfume because Elizabeth Arden wears a golden dress after 5 pm,,I should purchase Elizabeth Arden after 5 perfume because after 5 is when my day really begins after the work day. ,2,"My day
The new fragrance
after fIve
from Elizabeth Ard
"
137862.jpg,I should buy Toyota because the spirit of leader grows on green fields,I should buy Toyota because college leaders lack courage,,I should buy Toyota because they support college leaders.,2,"TOYOTA LEADERSHIP AWARD
THE SPIRIT
OF THE LEADER
It's part courage part determination.
A single-minded dedication to personal
excellence And the ability to inspire excel
lence in others That's what makes a leader
As a leader in automotive design and
technology, Toyota recognizes and applauds .
this spirit by presenting the Toyota Leader-
ship Award to an exceptionatindividual
each team competing in college football
games televised on CBS Sports and Black
Entertainment Television this season. Each
player will be selected for his outstanding
leadership on the playing field in the class
room, and in the community
52
Sojoin us each week for all the action
And share in the excitement as we present
the Toyota Leadership Award to todays
TOYOTA QUALITY
WHO
FOR ANYTHING MOR
"
59685.jpg,I should buy Busch and Busch Light because nascar has fast crowds on fuel stations,I should buy Busch and Busch Light because speed pays off when you wear a yellow jacket,,"I should buy Busch and Busch Light because speed rules the fans, crowd and nascar. ",2,"SOMETIMES IT PAYS TO HANG WITH A
FAST CROWD
Joíey F
SPEED RULED
BUSC
FAN FUELED
"
31908.jpg,I should wear converse because kids were sporty in 1961,I should wear converse because basketball players wear a suit ,,I should wear converse because they are good sporty shoes,2,"step into
the shoes of
the qreatest
basketball
players
in the world.
CONVERSE
1961 BASKETBALL YEARBOOK
40H EDITION
"
32819.jpg,I should use Covergirl because lightweight coverage makeup drew barrymore's bracelet fits me,I should use Covergirl because drew barrymore said that one-size-fits-all makeup is bad for your hair,,"I should use Covergirl because its unique to me, my style, does a lot and i want to be like drew barrymore",2,"COVERGIRI
had it with one-size-fits-all makeup?
try lightweight coverage thar's made to fit you
Clean Makeup
"
67308.jpg,I should save water because I have to water the plant in the hourglass,I should save water because the dry soil keeps more water ,,I should save water because it is good for the environment,2,"Save Water... Save Life
"
24659.jpg,I should buy a car with hydra matic drive because smart people buy new cars,I should buy a car with hydra matic drive because blue cars are smarter ,,I should buy a car with hydra matic drive because it is a smarter car.,2,"THE SMART NEW CAR WITH
HYDRA-MATIC
"
160656.jpg,I should buy the Wang calculator because I can record my songs on two tape cassette units ,I should buy the Wang calculator because women like external memory devices ,,I should buy the Wang calculator because it has extended memory or dual tape cassette unit.,2,"Preliminary Data Sheet
WANG'S NEW 700C/720C SERIES
ELECTRONIC PROGRAMMABLE CALCULATOR
WITH OPTIONAL
MODEL 708-1/708-2 EXTENDED MEMORY
OR MODEL 709 DUAL TAPE CASSETTE UNIT
Wang's new 700C/720C Electronic Progra . Both the 700C and 720C retain the high
mable Calculators with optional external memory performance characteristics of the 700 Series
devices add a new dimension to the calculating calculator line.
power of those users who require on-site, fingertip
control of sophisticated calculating applications.
The flexibility of configurations made possible by . The external core can be utilized to store
a wide range of peripherals and choice of external fr or recall program steps, data, or alphabetic
memory devices guarantees a system tha nformation to the main memory of the 700.
meet your present requirements and, at the same
time, be capable of expanding to meet your future features of the 700C/720C Calculators, the Model
requirements. The models contain 708-1 Memory Controller, the Model 708-2 Core
features of the 700B Model or 720B Model and, Modules, and the Model 709 Dual Tape Cassette
in addition, contain several new commands whic Unit.
facilitate the efficient handling of external storage
Extended memory capacity is provided in two
forms: external core modules and dual tape cassette
The following pages will describe, in detail, the
0
RETROFITS In line with our normal policy of permiting field upgrading of equipment, any existing
model of the 700 or 720 can be upgraded to a Cfor the difference in price plus a $200 service fee.
เว6 NORTH STREET. TEWKSBURY, MASSACHUSETTS OI87,TEL tam sst 731. Twx no 34347a. TELEX g47121
"
165056.jpg,I should drink Oberoi wine because Italians like purple,I should drink Oberoi wine because I am thirsty ,,I should drink Oberoi wine  because it is italian ,2,"IT'S ITALIAN
threeatxtyone hosts the celebrated chef Frank Seyfried
to alter all previously heldnotions of Italian food with
a menu that is as notable for classics like the Ktng Prawnts
Papillote and Vttello Tomato as it hs for its omissions,
namely pizza From 27th January to 5th February. For
a table, please call 0124 245 1234
The Obero
GURGAON
"
102986.jpg,I should be planting trees because it will speed up loading bars,I should be planting trees because I like to wait for them to grow ,,I should be planting trees because i care about my environment.,2,"PLEASE WAIT
DO WE REALLY WANT TO WAIT FOR THIS?
PLANT TREES. GO GREEN.
"
25943.jpg,I should buy a Harvest Independence tractor because its new size fits my farm ,I should buy a Harvest Independence tractor because 345 farms make more profit than me,,I should buy a Harvest Independence tractor  because it is an all crop harvester ,2,"HARVEST INDEPENDENCE
FOR ou FARM
TO MORKE PAGF
NEW SIZE ALL-CROP HARVESTER
OPERATES ET 1 PLOW TRAEIOR WIEH POWER TARE
Imagine a cae-man, nce over harvest on YOUR
arm this year! magine your harve juat an
every-day field job-with no cuatom outfits to pay
RECARDLESS OF YOER ACREACE
ne estra men! That's exactly what yos can haye
All Crop Harvetinith all its savings-h
For the price ofw de,M
AD.Crop Harvester which CUTS AND THRESHES
NOWyALLES -CHALMERS dealer
E MASTER OF YOUR HARVESTNOT ITS SLAVE
ALLIS-CHALMERS
CROP HARVESTERS
FREE
"
90079.jpg,I should buy Jim Beam because sean connery is a distinctive man,I should buy Jim Beam because Jim beam and sean connery hate Bourbon ,,I should buy Jim Beam because sean connery told me to.,2,"The taste is distinctive.
The man is Sean Connery.
The Bourbon is JIM BEAM.
SEE
"
32838.jpg,I should buy nail care from cover girl because I have nothing to hide in my salon ,I should buy nail care from cover girl because hiding beautiful nails is a problem,,I should buy nail care from cover girl because it is easy to use,2,"INTRODUCING NEW SALON SOLUTIONS:
For hands that have nothing to hide.
NOW COVER GIRL
CUSTOMIZES NAIL CARE
Hand it to Cover Girl to make nail care so
simple. New Salon Solutions. An 8-product
line you customize yourself. Pick just the
products you need, for just the problems
you have. Finally, nail care that's a snapl
My polish needs
to dry faster.""
The solution:
No SmudaeMy nsneed
Quick Dry
6
extra help to grow
The solution
Nail Growth
Treatment Fluid
COVER GIRL
SALON
OLUTIONS
SALO
SOLUTIONS
ㄥ
cuficles &
onds are rough and
dry The solution
Total Care Nail
Cuticle and
Hand Creme
SALON
LUTIONS SOLUTIONS
OLUTIONS
SALON
OLUTIONS
""My cuticles ore
dry ond rogged.""
The solution
My nals are britfe
ond break easi
The solution: Body
Building Acrylic
My nails are
thin and sof
The solution
""My polish chips""
The solution: Anfi-
Chip Protecting
Topcoat
Cuticle
Creme.
Tough Nails
ridged and bumpy
The solution: Perfect
Surface Bosecoct
Christie Brinkley used Salon Solutions 2, 3, and 7
RE D EFININ G BE A U T IFUL
"
99474.jpg,I should order Minute Maid at Wendys because fries are refreshing,I should order Minute Maid at Wendys because on Mondays I am maniac ,,I should order Minute Maid at Wendys because it is delicious ,2,"Wendys
RM
Minute
Maid
Ony
ON2V
ime
*KLIA 2: RM11
Refrech
ORANGE FRUITDRINK
Wade with Real OrangeJu
NEW
QUALITY IS
OUR RECIPE
COMBO INCLUDES
Chicken Mushroom Melt
OR Single Mushroom Melt
Natural-Cut Fries seasoned with Organic Sea Salt (Small)
& Minute Maid Refresh Orange (12oz)
Chicken Mushroom Melt
Single Mushroom Me
Minute
Maid
www.wendys.com.m
Only valid for purchase of MONDAY MANIA combo Offer available limited time only
Combo available every Monday only Servings featured are for illustration p
Price is inclusive of 6% GST & may vary at different outlets
Follow us at
/Wendys.Malaysia
purposes only
"
